"","Address","Zip","Price","Area","Room","Lon","Lat"
"602","Pieter van der Werfstraat 127, Amsterdam","1067 EM",350000,87,3,4.802688,52.382381
"603","Edmond Halleylaan 25, Amsterdam","1086 ZV",6e+05,110,4,4.981387,52.360243
"604","Waterlandplein 292 D, Amsterdam","1024 NB",350000,87,3,4.954462,52.393215
"605","Ceintuurbaan 199 1, Amsterdam","1074 CV",525000,70,3,4.901743,52.355153
"606","Venetiëhof 212, Amsterdam","1019 NE",5e+05,89,3,4.947119,52.376909
"607","Jacob Burggraafstraat 90, Amsterdam","1018 WA",7e+05,106,3,4.922868,52.371793
"608","Vianenstraat 97, Amsterdam","1106 DB",3e+05,90,4,4.984519,52.299712
"609","Amerbos 34, Amsterdam","1025 ZM",175000,28,1,4.945552,52.402968
"610","Burgemeester Hogguerstraat 329, Amsterdam","1064 CR",365000,78,4,4.829607,52.372067
"611","Zeeburgerkade 760, Amsterdam","1019 HT",NA,107,3,4.945022,52.369244
"612","Philip Vingboonsstraat 19, Amsterdam","1067 BG",375000,84,4,4.7958,52.38318
"613","Haarlemmerweg 33 D, Amsterdam","1051 KN",425000,74,3,4.878057,52.385387
"614","Den Texstraat 35 2, Amsterdam","1017 XX",1320000,230,8,4.894964,52.358917
"615","Bombraak 4, Amsterdam","1035 JR",469000,109,3,4.891949,52.423805
"616","Cliffordstraat 40 II, Amsterdam","1051 GV",270000,38,1,4.870659,52.383656
"617","Tweede Weteringdwarsstraat 44 2, Amsterdam","1017 SX",325000,44,3,4.889549,52.361331
"618","Kaneelappelstraat 90, Amsterdam","1036 LG",650000,113,6,4.903976,52.407476
"619","Conradstraat 126 F, Amsterdam","1018 NM",550000,90,3,4.930426,52.371197
"620","Stephensonstraat 1 D, Amsterdam","1097 BA",1150000,163,7,4.921657,52.351422
"621","Van Hallstraat 33 I, Amsterdam","1051 GX",385000,50,2,4.870167,52.384355
"622","Bloys van Treslongstraat 62 H, Amsterdam","1056 XD",325000,43,2,4.859637,52.375563
"623","Hof van Versailles 37, Amsterdam","1064 NX",750000,155,6,4.832889,52.367757
"624","Zwanenplein 69, Amsterdam","1021 CK",465000,73,4,4.918062,52.387403
"625","Ladogameerhof 162, Amsterdam","1060 RE",3e+05,67,3,4.783188,52.350225
"626","Jisperveldstraat 598, Amsterdam","1024 BD",250000,84,3,4.952138,52.400571
"627","Paramariboplein 67 bel, Amsterdam","1058 AR",5e+05,64,3,4.854288,52.359955
"628","Ter Haarstraat 21 E, Amsterdam","1053 LH",875000,108,4,4.655161,52.376552
"629","Sloterkade 33 C, Amsterdam","1058 HE",399000,62,2,4.853523,52.356392
"630","Veemkade 1200, Amsterdam","1019 BZ",925000,145,4,4.933939,52.374739
"631","Zuidelijke Wandelweg 151, Amsterdam","1079 RK",875000,123,4,4.894206,52.33822
"632","Zuidelijke Wandelweg 151 PP, Amsterdam","1079 RK",930000,123,4,4.894206,52.33822
"633","Funenpark 349, Amsterdam","1018 AK",725000,101,4,4.931075,52.369038
"634","Bos en Lommerplein 109 PP, Amsterdam","1055 AD",575000,119,3,4.845779,52.37755
"635","IJburglaan 1445, Amsterdam","1087 KH",6e+05,132,4,5.00033,52.35282
"636","Pesetalaan 47, Amsterdam","1060 SC",6e+05,146,7,4.784642,52.346094
"637","Kloekhorststraat 215, Amsterdam","1104 MN",265000,72,3,4.9684,52.317292
"638","Zaagmolenstraat 9, Amsterdam","1052 HB",350000,46,3,4.873501,52.377961
"639","Burgemeester Hogguerstraat 769, Amsterdam","1064 EB",340000,78,3,4.829629,52.372955
"640","Jan van Schaffelaarplantsoen 29 A, Amsterdam","1061 DM",350000,58,3,4.84314,52.378753
"641","Vrolikstraat 309 C, Amsterdam","1091 VE",430000,56,2,4.917761,52.356215
"642","Moestuinlaan 10, Amsterdam","1036 KD",975000,180,5,4.900779,52.408945
"643","Amsteldijk 828, Amsterdam","1079 LM",5e+05,84,3,4.913659,52.343221
"644","Tollensstraat 62, Amsterdam","1053 RW",850000,123,7,4.869096,52.366755
"645","Kazernestraat 2 2, Amsterdam","1018 CC",645000,89,3,4.921169,52.364353
"646","Tweede Jan van der Heijdenstraat 53 III, Amsterdam","1074 XP",425000,49,3,4.901398,52.355807
"647","Van Hilligaertstraat 47, Amsterdam","1072 JX",1090000,149,3,4.890751,52.349678
"648","Doggerstraat 15, Amsterdam","1086 VG",895000,184,6,4.986808,52.364679
"649","Statenjachtstraat 211, Amsterdam","1034 GA",465000,104,3,4.918343,52.405579
"650","Uiterwaardenstraat 9 H, Amsterdam","1079 BN",7e+05,79,3,4.911378,52.342112
"651","Nijenburg 20, Amsterdam","1081 GG",325000,55,2,4.865786,52.328459
"652","Panamalaan 84, Amsterdam","1019 AZ",695000,107,4,4.934082,52.371077
"653","Govert Flinckstraat 392 II, Amsterdam","1074 CJ",825000,97,4,4.902906,52.35753
"654","S. F. van Ossstraat 180, Amsterdam","1068 JN",280000,64,3,4.811771,52.355712
"655","Buziaustraat 14, Amsterdam","1068 KN",550000,160,6,4.811827,52.353554
"656","Schoorlstraat 42, Amsterdam","1024 PN",325000,77,3,4.945778,52.393622
"657","Ponserstraat 12, Amsterdam","1033 DL",325000,77,3,4.899777,52.40313
"658","Tefelenstraat 82, Amsterdam","1107 SM",275000,111,5,4.970438,52.294244
"659","Juliana van Stolbergstraat 45 H, Amsterdam","1055 RL",340000,46,2,4.856593,52.380808
"660","Hoofdweg 252 H, Amsterdam","1057 DH",550000,72,3,4.85255,52.367739
"661","Venetiëhof 10, Amsterdam","1019 NA",5e+05,84,3,4.947231,52.377422
"662","ms. van Riemsdijkweg 266, Amsterdam","1033 RD",750000,111,4,4.892182,52.401519
"663","Leeuwendalersweg 648 PP, Amsterdam","1061 BJ",499000,92,4,4.837996,52.37746
"664","Prinsengracht 483 A, Amsterdam","1016 HP",1750000,212,4,4.883097,52.369689
"665","Bellamystraat 13 15, Amsterdam","1053 BE",1250000,202,6,4.866447,52.367118
"666","Gulden Winckelplantsoen 16 II, Amsterdam","1055 EL",319000,50,2,4.847496,52.378843
"667","Hondecoeterstraat 20 III, Amsterdam","1071 LS",1100000,147,4,4.878689,52.353303
"668","Waverstraat 48 2, Amsterdam","1079 VM",325000,47,2,4.909223,52.34615
"669","Kortrijk 35, Amsterdam","1066 TA",475000,109,4,4.801543,52.344264
"670","Ruimzicht 83, Amsterdam","1068 CP",3e+05,88,2,4.807168,52.361653
"671","Loenermark 372, Amsterdam","1025 TH",265000,66,2,4.930826,52.398984
"672","Baden Powellweg 60 B, Amsterdam","1069 LK",399500,99,3,4.792451,52.354762
"673","Pyreneeën 7, Amsterdam","1060 NP",725000,173,7,4.773171,52.349954
"674","Ferguutstraat 16 III, Amsterdam","1055 SX",625000,95,5,4.855072,52.377799
"675","Lange Leidsedwarsstraat 103 1 B, Amsterdam","1017 NJ",399000,40,2,4.886109,52.363042
"676","Egidiusstraat 23 1, Amsterdam","1055 GL",445000,66,3,4.852373,52.377544
"677","IJburglaan 1468, Amsterdam","1087 KG",550000,145,3,5.000011,52.352324
"678","Bonairestraat 46 Hs, Amsterdam","1058 XJ",675000,84,4,4.855835,52.360699
"679","De Boelelaan 223, Amsterdam","1082 RA",325000,84,3,4.877949,52.334686
"680","Hertspieghelweg 64 H, Amsterdam","1055 KR",6e+05,82,4,4.852076,52.381479
"681","Curaçaostraat 76 1, Amsterdam","1058 CA",375000,57,3,4.852248,52.361159
"682","Rijnstraat 238 1, Amsterdam","1079 HV",575000,82,4,4.906854,52.341296
"683","Burgemeester Hogguerstraat 353, Amsterdam","1064 CR",475000,79,3,4.829591,52.372067
"684","Tilanusstraat 334, Amsterdam","1091 MZ",5e+05,62,3,4.914296,52.358996
"685","Hofgeest 111, Amsterdam","1102 EE",275000,94,4,4.95696,52.311632
"686","Valeriusstraat 148 Hs, Amsterdam","1075 GE",1775000,177,9,4.865595,52.353408
"687","Brederodestraat 42 4, Amsterdam","1054 MV",525000,63,3,4.865952,52.361768
"688","Blasiusstraat 13 1, Amsterdam","1091 CJ",4e+05,52,2,4.908012,52.356419
"689","Hof van Groenen 13, Amsterdam","1083 JR",375000,80,4,4.882011,52.330956
"690","Baron G.A. Tindalplein 10, Amsterdam","1019 TJ",550000,87,2,4.942751,52.373127
"691","Retiefstraat 49 2, Amsterdam","1092 VX",525000,76,2,4.922699,52.355605
"692","Lindengracht 24 III, Amsterdam","1015 KJ",760000,90,4,4.886718,52.380687
"693","Latherusstraat 54, Amsterdam","1032 EC",7e+05,123,6,4.91506,52.393449
"694","Derde Helmersstraat 50 H, Amsterdam","1054 BJ",675000,75,3,4.876322,52.365121
"695","Fleerde 203, Amsterdam","1102 AV",325000,97,4,4.955054,52.317674
"696","Carolina MacGillavrylaan 130, Amsterdam","1098 XA",459000,75,3,4.94178,52.357269
"697","Kinkerstraat 320 III, Amsterdam","1053 GD",350000,46,2,4.863132,52.36504
"698","Zeeburgerdijk 64 I, Amsterdam","1094 AE",325000,43,2,4.934601,52.36596
"699","Pieter Calandlaan 231, Amsterdam","1068 ND",275000,81,3,4.810853,52.354008
"700","Het Hoogt 215, Amsterdam","1025 GW",275000,57,2,4.937616,52.397321
"701","Rijswijkstraat 32, Amsterdam","1062 EE",7e+05,140,5,4.837658,52.350226
"702","Ruiseveenpad 48, Amsterdam","1106 AM",209000,59,2,4.975309,52.296957
"703","Weteringschans 122 A, Amsterdam","1017 XT",1325000,150,5,4.896605,52.359176
"704","Prinsengracht 1033 C, Amsterdam","1017 KP",850000,120,3,4.89518,52.361947
"705","IJburglaan 1453 PP, Amsterdam","1087 KH",485000,105,4,5.000345,52.352811
"706","Oude-IJselstraat 3 1, Amsterdam","1078 CL",385000,53,2,4.901411,52.347889
"707","Rijsbesstraat 2, Amsterdam","1036 LN",650000,125,5,4.901879,52.406292
"708","Haarlemmermeerstraat 151 1, Amsterdam","1058 JX",450000,64,3,4.850607,52.352379
"709","Cas Oorthuyskade 252, Amsterdam","1087 DP",450000,87,3,4.990866,52.360697
"710","Poeldijkstraat 259, Amsterdam","1059 VL",6e+05,90,3,4.844731,52.349856
"711","Langswater 885 XII, Amsterdam","1069 EH",245000,71,3,4.787319,52.359244
"712","Tweede Keucheniusstraat 8 3, Amsterdam","1051 VR",5e+05,70,3,4.869195,52.380747
"713","Hasebroekstraat 41 H, Amsterdam","1053 CM",6e+05,80,2,4.865609,52.365991
"714","Hoendiepstraat 36 hs, Amsterdam","1079 LW",595000,73,3,4.910454,52.34221
"715","Eerste Jacob van Campenstraat 54 III-IV, Amsterdam","1072 BH",995000,127,4,4.889858,52.357323
"716","Leghornstraat 4, Amsterdam","1109 BW",475000,118,5,5.015376,52.305296
"717","Bijlmerdreef 1097, Amsterdam","1103 TT",275000,78,3,4.972526,52.321871
"718","Jisperveldstraat 212, Amsterdam","1024 AK",285000,85,4,4.950198,52.39832
"719","Hoofdweg 150 hs, Amsterdam","1057 DB",585000,75,3,4.853451,52.364831
"720","J.M. den Uylstraat 76, Amsterdam","1067 WD",310000,75,3,4.790104,52.381911
"721","Valkhof 21, Amsterdam","1082 VC",495000,81,4,4.870861,52.332238
"722","Wilhelminastraat 81 I, Amsterdam","1054 VX",475000,54,2,4.863781,52.361606
"723","Gibraltarstraat 73 1, Amsterdam","1055 NK",425000,57,3,4.849341,52.384118
"724","Noorderakerweg 100, Amsterdam","1069 LW",875000,161,4,4.777448,52.350596
"725","Kanaalstraat 204 H, Amsterdam","1054 XS",560000,73,3,4.857873,52.360923
"726","Erich Salomonstraat 629, Amsterdam","1087 JA",7e+05,130,6,5.001384,52.354845
"727","Eerste Helmersstraat 56 hs, Amsterdam","1054 DJ",1150000,144,6,4.875312,52.363634
"728","Suikerplein 16, Amsterdam","1013 CK",NA,81,3,4.880976,52.389623
"729","Bilderdijkkade 50 D2, Amsterdam","1053 VN",1250000,149,6,4.868023,52.370359
"730","Leeuwenwerf 119, Amsterdam","1018 KB",275000,40,2,4.921147,52.373395
"731","Eurokade 11, Amsterdam","1060 RZ",575000,145,5,4.78754,52.348859
"732","Saxenburgerstraat 1 B, Amsterdam","1054 KM",1025000,125,3,4.860922,52.358834
"733","Louise de Colignystraat 54 H, Amsterdam","1055 XN",340000,47,2,4.856817,52.380458
"734","Nachtwachtlaan 501, Amsterdam","1058 ES",550000,125,5,4.84351,52.363743
"735","Donker Curtiusstraat 49, Amsterdam","1051 MC",4e+05,59,2,4.871359,52.378707
"736","Marius Bauerstraat 235 B2, Amsterdam","1062 AL",235000,33,2,4.836971,52.362788
"737","Grootzeilhof 10, Amsterdam","1034 LX",335000,93,4,4.92221,52.409314
"738","Willem Augustinstraat 179, Amsterdam","1061 MJ",975000,221,5,4.838629,52.37491
"739","Javakade 112, Amsterdam","1019 RV",450000,64,2,4.930926,52.377783
"740","Pontanusstraat 200, Amsterdam","1093 SH",350000,53,2,4.930264,52.363679
"741","Oostzaanstraat 255, Amsterdam","1013 WJ",725000,118,4,4.87252,52.392217
"742","Kinkerstraat 268 2, Amsterdam","1053 GB",340000,44,3,4.864588,52.365393
"743","Geschutswerf 15, Amsterdam","1018 AW",1175000,164,2,4.92035,52.366858
"744","Het Hoogt 178, Amsterdam","1025 HD",325000,92,4,4.936866,52.394487
"745","Dorpsweg Ransdorp 36, Amsterdam","1028 BP",7e+05,103,4,4.99474,52.392365
"746","Nicolaas Anslijnstraat 125, Amsterdam","1068 WV",295000,82,3,4.808181,52.357419
"747","Lutmastraat 202 B, Amsterdam","1074 VA",335000,44,2,4.904467,52.35165
"748","Lootsstraat 24 II, Amsterdam","1053 NX",3e+05,38,2,4.86116,52.363527
"749","Commelinstraat 174, Amsterdam","1093 VD",6e+05,83,4,4.925816,52.363614
"750","Koninginneweg 195 2, Amsterdam","1075 CR",675000,72,3,4.860601,52.352451
"751","Van Speijkstraat 175 2, Amsterdam","1057 GZ",495000,80,4,4.859791,52.371205
"752","Van Speijkstraat 138 3, Amsterdam","1057 HJ",539000,75,3,4.860239,52.370632
"753","Kinderdijkstraat 48 3, Amsterdam","1079 GL",499000,75,3,4.902863,52.342664
"754","Overtoom 427 I, Amsterdam","1054 JR",475000,67,3,4.860847,52.358995
"755","Dulcie Septemberpad 2, Amsterdam","1093 NK",8e+05,130,5,4.932943,52.358329
"756","Gerrit van der Veenstraat 145 B*, Amsterdam","1077 DZ",1625000,257,9,4.869761,52.348636
"757","Akerwateringstraat 71, Amsterdam","1069 GB",315000,99,4,4.78504,52.354616
"758","Pesetalaan 27, Amsterdam","1060 SC",450000,111,4,4.785975,52.347341
"759","Kanaalstraat 38 2, Amsterdam","1054 XJ",495000,54,3,4.86547,52.3628
"760","Beethovenstraat 225, Amsterdam","1077 JE",550000,78,3,4.877208,52.342458
"761","Ben van Meerendonkstraat 295, Amsterdam","1087 LN",4e+05,89,3,5.012134,52.349139
"762","Weissenbruchstraat 49 hs, Amsterdam","1058 KN",525000,70,3,4.849656,52.353346
"763","Frissenstein 304, Amsterdam","1102 AP",350000,98,4,4.952422,52.316855
"764","Retiefstraat 97 A, Amsterdam","1092 XB",620000,86,4,4.92068,52.354968
"765","Voorsteven 11, Amsterdam","1034 SK",375000,89,5,4.915413,52.40997
"766","Enkhuizerstraat 5, Amsterdam","1023 VP",550000,114,6,4.942035,52.393266
"767","Jacob van Lennepstraat 11 I/ II, Amsterdam","1053 HA",1095000,204,6,4.876183,52.366972
"768","Meeuwenlaan 175 B, Amsterdam","1021 JC",485000,93,5,4.918067,52.385525
"769","J.M. den Uylstraat 4, Amsterdam","1067 WC",385000,87,3,4.793277,52.381864
"770","Noorder IJdijk 63, Amsterdam","1023 NT",1575000,138,4,4.961457,52.38257
"771","Van Nijenrodeweg 81, Amsterdam","1083 EE",249000,33,2,4.883913,52.327585
"772","Burgemeester Cramergracht 60, Amsterdam","1064 AE",350000,74,4,4.832383,52.373012
"773","Jan van Zutphenstraat 103, Amsterdam","1069 RR",6e+05,136,4,4.802149,52.350604
"774","Doddendaal 56, Amsterdam","1082 XW",425000,79,3,4.874705,52.332273
"775","Hendrik Bulthuisstraat 8, Amsterdam","1067 SC",345000,69,4,4.795948,52.374337
"776","Prins Hendrikkade 156 3, Amsterdam","1011 AW",640000,58,3,4.907085,52.372907
"777","Prins Hendrikkade 156 1, Amsterdam","1011 AW",645000,58,3,4.907085,52.372907
"778","Jan van Duivenvoordestraat 35, Amsterdam","1067 MT",350000,92,3,4.802618,52.378567
"779","Celebesstraat 112 A, Amsterdam","1094 EZ",350000,65,2,4.935377,52.358917
"780","Brenner 24, Amsterdam","1060 NV",475000,115,5,4.776722,52.351033
"781","Singel 57 3, Amsterdam","1012 VD",4e+05,46,1,4.892211,52.376702
"782","IJburglaan 754, Amsterdam","1087 EM",450000,96,3,4.993345,52.355933
"783","Hellingstraat 52, Amsterdam","1033 WW",450000,59,2,4.891511,52.401727
"784","Albert Luthulistraat 26 B, Amsterdam","1091 NW",375000,54,3,4.919118,52.352814
"785","Kinkerstraat 205 B, Amsterdam","1053 DS",485000,69,3,4.866392,52.365536
"786","Willemsparkweg 125 C, Amsterdam","1071 GW",1100000,136,3,4.872591,52.356414
"787","Bosplaat 80, Amsterdam","1025 AT",1e+06,220,7,4.948314,52.400138
"788","Sportstraat 6 1, Amsterdam","1076 TV",375000,43,2,4.860276,52.347686
"789","Le Tourmalet 8, Amsterdam","1060 NX",525000,138,5,4.774348,52.350823
"790","Nieuwevaartweg, Amsterdam","1019 AL",1325000,162,4,4.95437552819149,52.3679823
"791","Grootzeil 197, Amsterdam","1034 LW",335000,92,4,4.921825,52.409609
"792","Schalk Burgerstraat 72, Amsterdam","1091 LM",4e+05,58,3,4.920732,52.352847
"793","Cliostraat 14 B, Amsterdam","1077 KG",835000,124,3,4.876154,52.347558
"794","Cliostraat 14 A, Amsterdam","1077 KG",885000,136,3,4.876154,52.347558
"795","Niersstraat 35 HS, Amsterdam","1078 VH",635000,81,3,4.894509,52.343016
"796","Eerste Helmersstraat 244 A, Amsterdam","1054 ER",1120000,129,5,4.860337,52.359856
"797","Van Spilbergenstraat 36 3, Amsterdam","1057 RH",375000,52,3,4.852329,52.365365
"798","De Bazelhof 24, Amsterdam","1067 LZ",4e+05,107,6,4.79581,52.376916
"799","Pretoriusstraat 57 4, Amsterdam","1092 GA",285000,41,2,4.922721,52.354922
"800","Kantershof 137, Amsterdam","1104 GG",425137,92,4,4.98896,52.321172
"801","Lange Stammerdijk 1 G, Amsterdam","1109 BK",549001,107,4,5.016522,52.305075
"802","Hamontstraat 59, Amsterdam","1066 LG",575000,134,6,4.812092,52.348999
"803","Jacob Melkmanstraat 52, Amsterdam","1063 GN",5e+05,102,5,4.823859,52.383847
"804","Dalsteindreef 198, Amsterdam","1102 WX",179000,29,2,4.945048,52.325695
"805","Anjeliersstraat 31 A, Amsterdam","1015 ND",790000,90,3,4.884941,52.378055
"806","Balboastraat 52 II, Amsterdam","1057 VX",350000,50,3,4.853093,52.368955
"807","Meer en Vaart 90 B, Amsterdam","1068 ZZ",425000,110,4,4.804152,52.364802
"808","Noordzijde 48, Amsterdam","1064 GV",6e+05,135,6,4.820624,52.373918
"809","Stadionweg 140 3, Amsterdam","1077 SX",1099000,191,6,4.874975,52.346978
"810","Wolbrantskerkweg 66 E, Amsterdam","1069 DA",525000,112,5,4.79733,52.356512
"811","Loenermark 130, Amsterdam","1025 SM",329000,74,4,4.928532,52.397672
"812","Van Abbestraat 66, Amsterdam","1064 WV",445000,101,3,4.83075,52.365104
"813","Osdorperweg 177, Amsterdam","1069 LL",950000,174,6,4.794378,52.347806
"814","Rozengracht 104 lll, Amsterdam","1016 NG",8e+05,107,3,4.879459,52.373268
"815","Haag en Veld 245 B, Amsterdam","1102 GL",350000,144,6,4.955915,52.310514
"816","Jacob Groenplantsoen 7, Amsterdam","1035 MA",875000,135,5,4.897048,52.417382
"817","Admiraal De Ruijterweg 125 2, Amsterdam","1056 EX",575000,78,3,4.858844,52.373106
"818","Keizersgracht 649 F, Amsterdam","1017 DT",7e+05,76,4,4.895174,52.363763
"819","Loodskotterhof 4, Amsterdam","1034 CN",325000,80,4,4.909069,52.405451
"820","Archimedesweg 32 I, Amsterdam","1098 JR",750000,102,5,4.937898,52.356428
"821","Magalhaensplein 25 H, Amsterdam","1057 VE",5e+05,73,3,4.853124,52.367607
"822","Ploegstraat 187, Amsterdam","1097 WE",3e+05,48,2,4.949415,52.340644
"823","Uffizilaan 43, Amsterdam","1064 WJ",675000,157,5,4.831079,52.368144
"824","Amstelveenseweg 186 IV A, Amsterdam","1075 XR",345000,34,2,4.855832,52.352385
"825","Werengouw 413, Amsterdam","1024 NZ",275000,64,3,4.94649,52.39437
"826","Dirk Bonsstraat 22, Amsterdam","1063 VA",245000,45,2,4.834844,52.378255
"827","Amstelveenseweg 186 IIIV, Amsterdam","1075 XR",385000,37,2,4.855832,52.352385
"828","Amstelveenseweg 186 IIIA, Amsterdam","1075 XR",375000,35,2,4.855832,52.352385
"829","Stentorstraat 95 I, Amsterdam","1035 XE",3e+05,68,3,4.898877,52.419502
"830","Saskia van Uijlenburgkade 158 PP, Amsterdam","1058 GA",1200000,171,4,4.846606,52.356702
"831","J.S. Ruppertstraat 17, Amsterdam","1069 KJ",499000,127,5,4.796462,52.352238
"832","Bijlmerdreef 514, Amsterdam","1102 AC",325000,98,3,4.956816,52.31741
"833","Jacob van Lennepkade 265 C, Amsterdam","1054 ZT",480000,60,2,4.85983,52.361813
"834","Aalsmeerweg 112 II, Amsterdam","1059 AR",475000,62,4,4.846923,52.347545
"835","Rustenburgerstraat 398 H, Amsterdam","1072 HH",685000,78,3,4.890731,52.351449
"836","Keizersgracht 306 1 V, Amsterdam","1016 EX",550000,57,2,4.884292,52.370557
"837","Eurokade 10, Amsterdam","1060 RZ",550000,137,5,4.787554,52.348895
"838","Oranje Nassaulaan 9, Amsterdam","1075 AH",5850000,480,14,4.863729,52.354874
"839","Burgemeester Hogguerstraat 773, Amsterdam","1064 EB",330000,78,3,4.829637,52.372964
"840","Hertspieghelweg 6 I, Amsterdam","1055 KL",375000,59,3,4.852415,52.380133
"841","Rietlandpark 103, Amsterdam","1019 DS",575000,107,3,4.935891,52.37338
"842","Langestraat 96, Amsterdam","1015 AM",825000,98,4,4.890594,52.376848
"843","George Ortonpad 9, Amsterdam","1034 WN",515000,119,4,4.918363,52.403385
"844","Hogevecht 8, Amsterdam","1102 HA",225000,65,2,4.958115,52.309662
"845","Koninginneweg 158 4, Amsterdam","1075 EE",1050000,119,5,4.860818,52.352776
"846","Leeuwendalersweg 13 E, Amsterdam","1055 JE",425000,80,4,4.846389,52.379296
"847","Spicastraat 3, Amsterdam","1033 CN",375000,63,5,4.890785,52.41492
"848","Hugo de Grootkade 9 H, Amsterdam","1052 LN",1150000,145,5,4.87195,52.372454
"849","Egidiusstraat 28 3, Amsterdam","1055 GV",425000,71,4,4.852168,52.378747
"850","Reguliersgracht 87, Amsterdam","1017 LN",1450000,124,5,4.896425,52.360892
"851","Sarphatistraat 82 E, Amsterdam","1018 GS",850000,90,3,4.910051,52.361418
"852","Waterlooplein 175 PP, Amsterdam","1011 PG",750000,114,4,4.902566,52.368503
"853","Noorder Valdeur 4, Amsterdam","1035 KA",450000,107,4,4.892525,52.423619
"854","Charlotte Brontéstraat 164, Amsterdam","1102 XH",235000,58,2,4.947669,52.325253
"855","Rapenburg 35 C, Amsterdam","1011 TV",6e+05,83,2,4.908391,52.371373
"856","Nicolaas Anslijnstraat 117, Amsterdam","1068 WT",315000,81,3,4.807981,52.357437
"857","Vondelstraat 70 II, Amsterdam","1054 GG",1250000,157,4,4.876006,52.362028
"858","Doornburg 155, Amsterdam","1081 JX",699000,98,3,4.861985,52.322384
"859","Kruisherenpad 7, Amsterdam","1067 DZ",440000,115,6,4.802015,52.380829
"860","Klaprozenweg 49 B 2 +PP, Amsterdam","1032 KK",450000,74,2,4.904136,52.399475
"861","Bakkumstraat 4, Amsterdam","1024 VX",3e+05,78,4,4.954641,52.394724
"862","Narva-eiland 171, Amsterdam","1014 ZJ",475000,61,3,4.881701,52.393538
"863","Pretoriusstraat 22 1, Amsterdam","1092 GG",399000,66,4,4.925631,52.356012
"864","Parnassusweg 29 I, Amsterdam","1077 DC",790000,109,5,4.867865,52.345104
"865","Slatuinenweg 21, Amsterdam","1057 KA",650000,77,3,4.863394,52.36954
"866","Jan Ligthartstraat 19, Amsterdam","1068 PA",375000,96,4,4.806801,52.352919
"867","Van Oldenbarneveldtstraat 66 1, Amsterdam","1052 KD",365000,47,2,4.874125,52.374854
"868","Carry Pothuis-Smitstraat 28, Amsterdam","1069 RC",210000,47,2,4.797085,52.353976
"869","Ruimzicht 130, Amsterdam","1068 CS",269000,55,2,4.808183,52.361977
"870","Nachtwachtlaan 167, Amsterdam","1058 EE",570000,96,4,4.843132,52.360049
"871","Warmoesstraat 16 M, Amsterdam","1012 JD",785000,112,3,4.899032,52.376065
"872","Oostelijke Handelskade 1155, Amsterdam","1019 DN",5e+05,93,3,4.938017,52.373868
"873","Vechtstraat 180 I, Amsterdam","1079 JW",4e+05,53,3,4.907895,52.341373
"874","Leiduinstraat 18 I, Amsterdam","1058 SJ",425000,55,3,4.846708,52.353775
"875","Poeldijkstraat 269, Amsterdam","1059 VL",7e+05,106,3,4.844918,52.349996
"876","Burgemeester Cramergracht 91, Amsterdam","1064 AH",350000,75,3,4.832782,52.373345
"877","Olympiaweg 58 III, Amsterdam","1076 XB",360000,42,3,4.86139,52.347835
"878","Geldersekade 11 II, Amsterdam","1011 EH",512000,64,2,4.902531,52.37572
"879","Van Ostadestraat 365 I, Amsterdam","1074 VW",375000,45,2,4.90341,52.354369
"880","Javakade 144, Amsterdam","1019 RW",750000,118,4,4.930455,52.377871
"881","Gouden Leeuw 347, Amsterdam","1103 KH",237000,53,3,4.974395,52.324322
"882","Van Ostadestraat 58 1H, Amsterdam","1072 TA",375000,45,2,4.888718,52.351656
"883","Zandstraat 5 hs, Amsterdam","1011 HJ",560000,80,2,4.898846,52.370303
"884","Willem Kraanstraat 80, Amsterdam","1063 ML",250000,48,3,4.823887,52.38063
"885","Nieuwevaartweg, Amsterdam","1019 AL",650000,87,4,4.95437552819149,52.3679823
"886","Levantplein 9, Amsterdam","1019 MA",1450000,273,5,4.942112,52.376819
"887","Mandarijnenstraat 60 H, Amsterdam","1033 LG",275000,40,2,4.898299,52.40928
"888","Antillenstraat 25 III, Amsterdam","1058 GX",550000,81,5,4.850743,52.359283
"889","Ekingenstraat 272, Amsterdam","1069 GZ",349000,82,4,4.797681,52.354375
"890","Jan van Duivenvoordestraat 85 2, Amsterdam","1067 MT",350000,92,3,4.802582,52.379007
"891","Droogbak 6 B, Amsterdam","1013 GE",575000,80,3,4.893865,52.379863
"892","Beulingstraat 6 A, Amsterdam","1017 BA",1e+06,120,3,4.887462,52.368027
"893","Het Breed 617, Amsterdam","1025 HW",398000,102,3,4.93924,52.396527
"894","Tielstraat 31, Amsterdam","1107 PZ",280000,82,3,4.968223,52.291672
"895","Akbarstraat 16 D, Amsterdam","1061 EA",350000,58,3,4.841738,52.378934
"896","Haparandaweg 932 A, Amsterdam","1013 BD",5e+05,76,3,4.878134,52.395229
"897","Van der Palmkade 116, Amsterdam","1051 RH",615000,95,4,4.8722593,52.379951
"898","Haringbuisdijk 14, Amsterdam","1086 VA",575000,128,4,4.90981909560303,52.3686532505277
"899","Brouwersgracht 172 A, Amsterdam","1013 HB",275000,31,2,4.888065,52.381025
"900","Cliffordstraat 3 3, Amsterdam","1051 GP",644900,92,3,4.873124,52.383918
"901","Kanaalstraat 100 G, Amsterdam","1054 XL",199000,21,1,4.862992,52.362176
"902","Saxen-Weimarlaan 22 2, Amsterdam","1075 CB",685000,80,3,4.856566,52.353584
